etiqueta,fecha,hora,temperatura
U,18-09-2016,20:24:58,15.8063634865
V,18-09-2016,20:24:58,15.5648308552
a,18-09-2016,20:24:58,14.8120788683
b,18-09-2016,20:24:58,13.115144479
G,18-09-2016,20:25:00,16.0524149606
K,18-09-2016,20:25:00,15.5366025392
L,18-09-2016,20:25:00,15.1577768174
O,18-09-2016,20:25:00,13.4797085271
U,18-09-2016,20:29:58,15.4955535006
V,18-09-2016,20:29:58,15.2190120186
a,18-09-2016,20:29:58,14.5822216993
b,18-09-2016,20:29:58,13.0527932613
G,18-09-2016,20:30:00,16.0214316242
K,18-09-2016,20:30:00,15.4594722822
L,18-09-2016,20:30:00,15.0351741195
O,18-09-2016,20:30:00,13.3401736434
U,18-09-2016,20:34:58,14.6097450406
V,18-09-2016,20:34:58,14.1343983947
a,18-09-2016,20:34:58,13.4635834768
b,18-09-2016,20:34:58,12.4604566929
G,18-09-2016,20:35:00,14.7511148324
K,18-09-2016,20:35:00,14.1019797595
L,18-09-2016,20:35:00,13.7478457914
O,18-09-2016,20:35:00,12.549475969
U,18-09-2016,20:39:58,14.003665568
V,18-09-2016,20:39:58,13.5842320637
a,18-09-2016,20:39:58,12.3602690655
b,18-09-2016,20:39:58,11.416073796
G,18-09-2016,20:40:00,14.1934147775
K,18-09-2016,20:40:00,13.6546242691
L,18-09-2016,20:40:00,12.9815789294
O,18-09-2016,20:40:00,11.557227907
U,18-09-2016,20:44:58,13.537450589
V,18-09-2016,20:44:58,12.8611563145
a,18-09-2016,20:44:58,11.3642213331
b,18-09-2016,20:44:58,10.6366835744
G,18-09-2016,20:45:00,14.1624314411
K,18-09-2016,20:45:00,13.4540856009
L,18-09-2016,20:45:00,12.1080347067
O,18-09-2016,20:45:00,10.8440496124
U,18-09-2016,20:49:58,12.9779926143
V,18-09-2016,20:49:58,12.2009567173
a,18-09-2016,20:49:58,10.9045069951
b,18-09-2016,20:49:58,10.2314006592
G,18-09-2016,20:50:00,13.3103896905
K,18-09-2016,20:50:00,12.2662796435
L,18-09-2016,20:50:00,11.3264425075
O,18-09-2016,20:50:00,10.6735069767
U,18-09-2016,20:54:58,12.1077246536
V,18-09-2016,20:54:58,11.7136665385
a,18-09-2016,20:54:58,10.3222021669
b,18-09-2016,20:54:58,9.88846896173
G,18-09-2016,20:55:00,12.2414645852
K,18-09-2016,20:55:00,11.4949770738
L,18-09-2016,20:55:00,10.8053810413
O,18-09-2016,20:55:00,10.4099410853
U,18-09-2016,20:59:58,11.4084021852
V,18-09-2016,20:59:58,11.0534669413
a,18-09-2016,20:59:58,9.89313545138
b,18-09-2016,20:59:58,9.54553726424
G,18-09-2016,21:00:00,11.7612228713
K,18-09-2016,21:00:00,11.2944384057
L,18-09-2016,21:00:00,10.59082632
O,18-09-2016,21:00:00,10.053351938
U,18-09-2016,21:04:58,10.7246202161
V,18-09-2016,21:04:58,10.6290529146
a,18-09-2016,21:04:58,9.66327828237
b,18-09-2016,21:04:58,9.31172019777
G,18-09-2016,21:05:00,11.3739311665
K,18-09-2016,21:05:00,10.8625089666
L,18-09-2016,21:05:00,10.3302955869
O,18-09-2016,21:05:00,9.77428217054
U,18-09-2016,21:09:58,11.0198897027
V,18-09-2016,21:09:58,10.7862432949
a,18-09-2016,21:09:58,9.58665922603
b,18-09-2016,21:09:58,8.99996410914
G,18-09-2016,21:10:00,11.7302395349
K,18-09-2016,21:10:00,10.9859173778
L,18-09-2016,21:10:00,10.3302955869
O,18-09-2016,21:10:00,9.4952124031
U,18-09-2016,21:14:58,11.0043492034
V,18-09-2016,21:14:58,10.4561434963
a,18-09-2016,21:14:58,9.28018300067
b,18-09-2016,21:14:58,8.90643728255
G,18-09-2016,21:15:00,11.2654894891
K,18-09-2016,21:15:00,10.5848400415
L,18-09-2016,21:15:00,10.1310662028
O,18-09-2016,21:15:00,9.38668527132
U,18-09-2016,21:19:58,10.5692152231
V,18-09-2016,21:19:58,10.26751504
a,18-09-2016,21:19:58,9.15759251053
b,18-09-2016,21:19:58,8.68820802051
G,18-09-2016,21:20:00,10.5683644204
K,18-09-2016,21:20:00,10.0757803455
L,18-09-2016,21:20:00,9.77858344626
O,18-09-2016,21:20:00,9.43319689922
U,18-09-2016,21:24:58,10.460431728
V,18-09-2016,21:24:58,10.0631675456
a,18-09-2016,21:24:58,8.75917341757
b,18-09-2016,21:24:58,8.51674217176
G,18-09-2016,21:25:00,10.3359893975
K,18-09-2016,21:25:00,9.76725931759
L,18-09-2016,21:25:00,9.53337805042
O,18-09-2016,21:25:00,9.23164651163
U,18-09-2016,21:29:58,10.8334037112
V,18-09-2016,21:29:58,10.3932673442
a,18-09-2016,21:29:58,8.68255436123
b,18-09-2016,21:29:58,8.28292510529
G,18-09-2016,21:30:00,10.7077894342
K,18-09-2016,21:30:00,10.2763190136
L,18-09-2016,21:30:00,9.36479934078
O,18-09-2016,21:30:00,8.95257674419
U,18-09-2016,21:34:58,10.9732682048
V,18-09-2016,21:34:58,10.4089863822
a,18-09-2016,21:34:58,8.95838296405
b,18-09-2016,21:34:58,8.25174949643
G,18-09-2016,21:35:00,10.5528727522
K,18-09-2016,21:35:00,10.0449282427
L,18-09-2016,21:35:00,9.44142602698
O,18-09-2016,21:35:00,8.7975379845
U,18-09-2016,21:39:58,11.1131326985
V,18-09-2016,21:39:58,10.9277146371
a,18-09-2016,21:39:58,8.83579247391
b,18-09-2016,21:39:58,8.11145925655
G,18-09-2016,21:40:00,10.5838560886
K,18-09-2016,21:40:00,9.81353747177
L,18-09-2016,21:40:00,9.16556995666
O,18-09-2016,21:40:00,8.70451472868
U,18-09-2016,21:44:58,11.2219161936
V,18-09-2016,21:44:58,10.7076481047
a,18-09-2016,21:44:58,8.92773534151
b,18-09-2016,21:44:58,8.04910803882
G,18-09-2016,21:45:00,11.1105728072
K,18-09-2016,21:45:00,10.0295021913
L,18-09-2016,21:45:00,8.85906321187
O,18-09-2016,21:45:00,8.56497984496
U,18-09-2016,21:49:58,11.1752946957
V,18-09-2016,21:49:58,10.251796002
a,18-09-2016,21:49:58,8.75917341757
b,18-09-2016,21:49:58,8.03352023439
G,18-09-2016,21:50:00,11.1880311481
K,18-09-2016,21:50:00,10.1220584997
L,18-09-2016,21:50:00,9.21154596838
O,18-09-2016,21:50:00,8.54947596899
U,18-09-2016,21:54:58,11.3151591894
V,18-09-2016,21:54:58,11.1320621315
a,18-09-2016,21:54:58,9.61730684856
b,18-09-2016,21:54:58,8.20498608313
G,18-09-2016,21:55:00,12.3189229262
K,18-09-2016,21:55:00,12.4205401575
L,18-09-2016,21:55:00,10.3762715986
O,18-09-2016,21:55:00,8.81304186047
U,18-09-2016,21:59:58,11.8124551669
V,18-09-2016,21:59:58,11.1320621315
a,18-09-2016,21:59:58,9.35680205701
b,18-09-2016,21:59:58,8.08028364768
G,18-09-2016,22:00:00,12.6752312946
K,18-09-2016,22:00:00,11.973184667
L,18-09-2016,22:00:00,10.6061516572
O,18-09-2016,22:00:00,8.5959875969
U,18-09-2016,22:04:58,11.4705641824
V,18-09-2016,22:04:58,11.2578144357
a,18-09-2016,22:04:58,9.81651639504
b,18-09-2016,22:04:58,8.20498608313
G,18-09-2016,22:05:00,12.6442479582
K,18-09-2016,22:05:00,12.7753393396
L,18-09-2016,22:05:00,10.912658402
O,18-09-2016,22:05:00,8.7975379845
U,18-09-2016,22:09:58,12.0144816578
V,18-09-2016,22:09:58,12.0594853751
a,18-09-2016,22:09:58,10.3681736007
b,18-09-2016,22:09:58,8.32968851859
G,18-09-2016,22:10:00,12.5203146127
K,18-09-2016,22:10:00,12.0194628212
L,18-09-2016,22:10:00,10.9586344137
O,18-09-2016,22:10:00,9.13862325581
U,18-09-2016,22:14:58,11.2063756943
V,18-09-2016,22:14:58,10.880557523
a,18-09-2016,22:14:58,9.67860209363
b,18-09-2016,22:14:58,8.20498608313
G,18-09-2016,22:15:00,11.3119644937
K,18-09-2016,22:15:00,10.7699526582
L,18-09-2016,22:15:00,10.2230182262
O,18-09-2016,22:15:00,8.93707286822
U,18-09-2016,22:19:58,10.2894862357
V,18-09-2016,22:19:58,9.95313427944
a,18-09-2016,22:19:58,9.06564964292
b,18-09-2016,22:19:58,7.97116901666
G,18-09-2016,22:20:00,10.5218894159
K,18-09-2016,22:20:00,10.0757803455
L,18-09-2016,22:20:00,9.62533007386
O,18-09-2016,22:20:00,8.5959875969
U,18-09-2016,22:24:58,10.4138102301
V,18-09-2016,22:24:58,9.73306774705
a,18-09-2016,22:24:58,8.7438496063
b,18-09-2016,22:24:58,7.79970316792
G,18-09-2016,22:25:00,10.0416477019
K,18-09-2016,22:25:00,9.55129459806
L,18-09-2016,22:25:00,9.24219664286
O,18-09-2016,22:25:00,8.56497984496
U,18-09-2016,22:29:58,10.1030002442
V,18-09-2016,22:29:58,9.38724891046
a,18-09-2016,22:29:58,8.33010670207
b,18-09-2016,22:29:58,7.70617634133
G,18-09-2016,22:30:00,9.7937810108
K,18-09-2016,22:30:00,9.27362567295
L,18-09-2016,22:30:00,8.9510152353
O,18-09-2016,22:30:00,8.42544496124
U,18-09-2016,22:34:58,9.51246127083
V,18-09-2016,22:34:58,9.27721564427
a,18-09-2016,22:34:58,8.13089715559
b,18-09-2016,22:34:58,7.6905885369
G,18-09-2016,22:35:00,10.1500893792
K,18-09-2016,22:35:00,9.30447777574
L,18-09-2016,22:35:00,8.78243652567
O,18-09-2016,22:35:00,8.23939844961
U,18-09-2016,22:39:58,9.12394878838
V,18-09-2016,22:39:58,9.21433949216
a,18-09-2016,22:39:58,8.00830666545
b,18-09-2016,22:39:58,7.56588610145
G,18-09-2016,22:40:00,10.1965643838
K,18-09-2016,22:40:00,9.50501644387
L,18-09-2016,22:40:00,8.67515916499
O,18-09-2016,22:40:00,8.09986356589
U,18-09-2016,22:44:58,9.52800177013
V,18-09-2016,22:44:58,9.23005853018
a,18-09-2016,22:44:58,7.91636379784
b,18-09-2016,22:44:58,7.47235927486
G,18-09-2016,22:45:00,10.0726310383
K,18-09-2016,22:45:00,9.30447777574
L,18-09-2016,22:45:00,8.53723112983
O,18-09-2016,22:45:00,8.00684031008
U,18-09-2016,22:49:58,8.99962479399
V,18-09-2016,22:49:58,8.88423969358
a,18-09-2016,22:49:58,7.77844949643
b,18-09-2016,22:49:58,7.33206903498
G,18-09-2016,22:50:00,9.809272679
K,18-09-2016,22:50:00,9.11936515901
L,18-09-2016,22:50:00,8.59853247879
O,18-09-2016,22:50:00,7.89831317829
U,18-09-2016,22:54:58,9.07732729048
V,18-09-2016,22:54:58,8.93139680767
a,18-09-2016,22:54:58,7.73247806263
b,18-09-2016,22:54:58,7.23854220839
G,18-09-2016,22:55:00,9.74730600623
K,18-09-2016,22:55:00,9.19649541598
L,18-09-2016,22:55:00,8.49125511811
O,18-09-2016,22:55:00,7.92932093023
U,18-09-2016,22:59:58,8.89084129891
V,18-09-2016,22:59:58,8.63273508515
a,18-09-2016,22:59:58,7.68650662882
b,18-09-2016,22:59:58,7.1450153818
G,18-09-2016,23:00:00,9.49943931514
K,18-09-2016,23:00:00,9.01138279924
L,18-09-2016,23:00:00,8.82841253739
O,18-09-2016,23:00:00,7.7432744186
U,18-09-2016,23:04:58,8.59557181224
V,18-09-2016,23:04:58,8.47554470488
a,18-09-2016,23:04:58,7.65585900629
b,18-09-2016,23:04:58,7.00472514192
G,18-09-2016,23:05:00,9.23608095587
K,18-09-2016,23:05:00,8.70286177135
L,18-09-2016,23:05:00,8.38397775743
O,18-09-2016,23:05:00,7.63474728682
U,18-09-2016,23:09:58,8.30030232558
V,18-09-2016,23:09:58,8.22404009644
a,18-09-2016,23:09:58,7.44132564854
b,18-09-2016,23:09:58,6.97354953305
G,18-09-2016,23:10:00,8.87977258744
K,18-09-2016,23:10:00,8.50232310322
L,18-09-2016,23:10:00,8.10812168711
O,18-09-2016,23:10:00,7.46420465116
U,18-09-2016,23:14:58,8.1604378319
V,18-09-2016,23:14:58,8.17688298236
a,18-09-2016,23:14:58,7.34938278093
b,18-09-2016,23:14:58,6.77090807544
G,18-09-2016,23:15:00,8.84878925105
K,18-09-2016,23:15:00,8.53317520601
L,18-09-2016,23:15:00,7.93954297748
O,18-09-2016,23:15:00,7.30916589147
U,18-09-2016,23:19:58,8.1604378319
V,18-09-2016,23:19:58,7.98825452603
a,18-09-2016,23:19:58,7.21146847952
b,18-09-2016,23:19:58,6.70855685772
G,18-09-2016,23:20:00,8.61641422816
K,18-09-2016,23:20:00,8.22465417811
L,18-09-2016,23:20:00,7.66368690716
O,18-09-2016,23:20:00,7.30916589147
U,18-09-2016,23:24:58,7.95841134102
V,18-09-2016,23:24:58,7.95681644998
a,18-09-2016,23:24:58,7.05823036684
b,18-09-2016,23:24:58,6.64620563999
G,18-09-2016,23:25:00,8.35305586889
K,18-09-2016,23:25:00,7.93155920161
L,18-09-2016,23:25:00,7.54108420924
O,18-09-2016,23:25:00,7.20063875969
U,18-09-2016,23:29:58,8.05165433681
V,18-09-2016,23:29:58,7.89394029787
a,18-09-2016,23:29:58,6.82837319783
b,18-09-2016,23:29:58,6.64620563999
G,18-09-2016,23:30:00,8.27559752793
K,18-09-2016,23:30:00,7.80815079045
L,18-09-2016,23:30:00,7.2958788134
O,18-09-2016,23:30:00,7.01459224806
U,18-09-2016,23:34:58,7.67868235366
V,18-09-2016,23:34:58,7.40665011903
a,18-09-2016,23:34:58,6.64448746261
b,18-09-2016,23:34:58,6.5994422267
G,18-09-2016,23:35:00,7.98125583227
K,18-09-2016,23:35:00,7.51505581395
L,18-09-2016,23:35:00,7.21925212721
O,18-09-2016,23:35:00,6.96808062016
U,18-09-2016,23:39:58,7.80300634804
V,18-09-2016,23:39:58,7.61099761338
a,18-09-2016,23:39:58,6.79772557529
b,18-09-2016,23:39:58,6.5526788134
G,18-09-2016,23:40:00,8.21363085515
K,18-09-2016,23:40:00,8.05496761277
L,18-09-2016,23:40:00,7.6023855582
O,18-09-2016,23:40:00,6.98358449612
U,18-09-2016,23:44:58,8.31584282488
V,18-09-2016,23:44:58,8.05113067814
a,18-09-2016,23:44:58,7.42600183727
b,18-09-2016,23:44:58,6.8488470976
G,18-09-2016,23:45:00,8.13617251419
K,18-09-2016,23:45:00,8.00868945859
L,18-09-2016,23:45:00,7.80161494232
O,18-09-2016,23:45:00,7.35567751938
U,18-09-2016,23:49:58,7.78746584875
V,18-09-2016,23:49:58,7.68959280352
a,18-09-2016,23:49:58,7.22679229079
b,18-09-2016,23:49:58,6.91119831533
G,18-09-2016,23:50:00,7.9037974913
K,18-09-2016,23:50:00,7.6847423793
L,18-09-2016,23:50:00,7.58706022096
O,18-09-2016,23:50:00,7.2471503876
U,18-09-2016,23:54:58,8.00503283892
V,18-09-2016,23:54:58,7.9096593359
a,18-09-2016,23:54:58,7.13484942318
b,18-09-2016,23:54:58,6.75532027101
G,18-09-2016,23:55:00,8.05871417323
K,18-09-2016,23:55:00,7.6693163279
L,18-09-2016,23:55:00,7.3725054996
O,18-09-2016,23:55:00,6.96808062016
U,18-09-2016,23:59:58,8.03611383751
V,18-09-2016,23:59:58,7.94109741195
a,18-09-2016,23:59:58,7.24211610206
b,18-09-2016,23:59:58,6.73973246658
G,19-09-2016,00:00:00,8.02773083684
K,19-09-2016,00:00:00,7.62303817372
L,19-09-2016,00:00:00,7.41848151132
O,19-09-2016,00:00:00,6.93707286822
U,19-09-2016,00:04:58,8.1293568333
V,19-09-2016,00:04:58,7.98825452603
a,19-09-2016,00:04:58,7.15017323445
b,19-09-2016,00:04:58,6.61503003113
G,19-09-2016,00:05:00,8.22912252335
K,19-09-2016,00:05:00,7.70016843069
L,19-09-2016,00:05:00,7.49510819752
O,19-09-2016,00:05:00,7.01459224806
U,19-09-2016,00:09:58,8.50232881646
V,19-09-2016,00:09:58,8.2554781725
a,19-09-2016,00:09:58,7.38003040347
b,19-09-2016,00:09:58,6.63061783556
G,19-09-2016,00:10:00,8.47698921443
K,19-09-2016,00:10:00,7.99326340719
L,19-09-2016,00:10:00,7.7556389306
O,19-09-2016,00:10:00,6.99908837209
U,19-09-2016,00:14:58,8.22259982909
V,19-09-2016,00:14:58,8.00397356406
a,19-09-2016,00:14:58,7.24211610206
b,19-09-2016,00:14:58,6.49032759568
G,19-09-2016,00:15:00,8.29108919612
K,19-09-2016,00:15:00,7.80815079045
L,19-09-2016,00:15:00,7.70966291888
O,19-09-2016,00:15:00,6.95257674419
U,19-09-2016,00:19:58,8.03611383751
V,19-09-2016,00:19:58,7.87822125984
a,19-09-2016,00:19:58,6.87434463163
b,19-09-2016,00:19:58,6.3500373558
G,19-09-2016,00:20:00,8.16715585058
K,19-09-2016,00:20:00,7.6847423793
L,19-09-2016,00:20:00,7.46445752304
O,19-09-2016,00:20:00,6.81304186047
U,19-09-2016,00:24:58,7.69422285296
V,19-09-2016,00:24:58,7.57955953733
a,19-09-2016,00:24:58,6.59851602881
b,19-09-2016,00:24:58,6.22533492034
G,19-09-2016,00:25:00,8.04322250504
K,19-09-2016,00:25:00,7.54590791674
L,19-09-2016,00:25:00,7.34185482512
O,19-09-2016,00:25:00,6.70451472868
U,19-09-2016,00:29:58,7.3367913691
V,19-09-2016,00:29:58,7.35949300494
a,19-09-2016,00:29:58,6.4606017274
b,19-09-2016,00:29:58,6.08504468046
G,19-09-2016,00:30:00,7.84183081853
K,19-09-2016,00:30:00,7.63846422511
L,19-09-2016,00:30:00,7.31120415064
O,19-09-2016,00:30:00,6.58048372093
U,19-09-2016,00:34:58,7.29016987121
V,19-09-2016,00:34:58,7.17086454862
a,19-09-2016,00:34:58,6.32268742599
b,19-09-2016,00:34:58,5.97593004944
G,19-09-2016,00:35:00,7.73338914118
K,19-09-2016,00:35:00,7.29909109443
L,19-09-2016,00:35:00,7.03534808033
O,19-09-2016,00:35:00,6.53397209302
U,19-09-2016,00:39:58,7.3212508698
V,19-09-2016,00:39:58,7.12370743454
a,19-09-2016,00:39:58,6.26139218092
b,19-09-2016,00:39:58,5.83563980956
G,19-09-2016,00:40:00,7.76437247757
K,19-09-2016,00:40:00,7.19110873466
L,19-09-2016,00:40:00,7.02002274309
O,19-09-2016,00:40:00,6.33242170543
U,19-09-2016,00:44:58,7.47665586278
V,19-09-2016,00:44:58,7.34377396692
a,19-09-2016,00:44:58,6.29203980345
b,19-09-2016,00:44:58,5.86681541842
G,19-09-2016,00:45:00,7.67142246841
K,19-09-2016,00:45:00,7.23738688885
L,19-09-2016,00:45:00,7.02002274309
O,19-09-2016,00:45:00,6.31691782946
U,19-09-2016,00:49:58,7.41449386559
V,19-09-2016,00:49:58,7.40665011903
a,19-09-2016,00:49:58,6.12347787951
b,19-09-2016,00:49:58,5.67976176524
G,19-09-2016,00:50:00,7.68691413661
K,19-09-2016,00:50:00,7.36079530001
L,19-09-2016,00:50:00,6.82079335897
O,19-09-2016,00:50:00,6.19288682171
U,19-09-2016,00:54:58,7.44557486419
V,19-09-2016,00:54:58,7.54812146127
a,19-09-2016,00:54:58,6.24606836965
b,19-09-2016,00:54:58,5.58623493866
G,19-09-2016,00:55:00,7.79535581395
K,19-09-2016,00:55:00,7.29909109443
L,19-09-2016,00:55:00,6.85144403345
O,19-09-2016,00:55:00,6.17738294574
U,19-09-2016,00:59:58,7.46111536349
V,19-09-2016,00:59:58,7.45380723311
a,19-09-2016,00:59:58,6.24606836965
b,19-09-2016,00:59:58,5.61741054752
G,19-09-2016,01:00:00,7.84183081853
K,19-09-2016,01:00:00,7.43792555698
L,19-09-2016,01:00:00,6.80546802173
O,19-09-2016,01:00:00,6.1463751938
U,19-09-2016,01:04:58,7.30571037051
V,19-09-2016,01:04:58,7.10798839651
a,19-09-2016,01:04:58,6.0315350119
b,19-09-2016,01:04:58,5.58623493866
G,19-09-2016,01:05:00,7.76437247757
K,19-09-2016,01:05:00,7.06770032351
L,19-09-2016,01:05:00,6.52961195141
O,19-09-2016,01:05:00,5.99133643411
U,19-09-2016,01:09:58,7.30571037051
V,19-09-2016,01:09:58,7.32805492889
a,19-09-2016,01:09:58,6.26139218092
b,19-09-2016,01:09:58,5.43035689434
G,19-09-2016,01:10:00,7.81084748215
K,19-09-2016,01:10:00,7.31451714582
L,19-09-2016,01:10:00,6.80546802173
O,19-09-2016,01:10:00,5.92932093023
U,19-09-2016,01:14:58,8.28476182628
V,19-09-2016,01:14:58,8.36551143869
a,19-09-2016,01:14:58,6.38398267106
b,19-09-2016,01:14:58,5.43035689434
G,19-09-2016,01:15:00,7.98125583227
K,19-09-2016,01:15:00,7.42249950559
L,19-09-2016,01:15:00,6.63688931209
O,19-09-2016,01:15:00,5.91381705426
U,19-09-2016,01:19:58,8.62665281084
V,19-09-2016,01:19:58,8.36551143869
a,19-09-2016,01:19:58,6.39930648233
b,19-09-2016,01:19:58,5.39918128548
G,19-09-2016,01:20:00,7.96576416407
K,19-09-2016,01:20:00,7.34536924861
L,19-09-2016,01:20:00,6.40700925349
O,19-09-2016,01:20:00,5.88280930233
U,19-09-2016,01:24:58,8.48678831716
V,19-09-2016,01:24:58,8.14544490631
a,19-09-2016,01:24:58,6.4146302936
b,19-09-2016,01:24:58,5.4615325032
G,19-09-2016,01:25:00,8.24461419154
K,19-09-2016,01:25:00,7.80815079045
L,19-09-2016,01:25:00,6.89742004517
O,19-09-2016,01:25:00,5.99133643411
U,19-09-2016,01:29:58,7.95841134102
V,19-09-2016,01:29:58,7.67387376549
a,19-09-2016,01:29:58,6.21542074712
b,19-09-2016,01:29:58,5.49270811207
G,19-09-2016,01:30:00,7.82633915034
K,19-09-2016,01:30:00,7.36079530001
L,19-09-2016,01:30:00,6.86676937069
O,19-09-2016,01:30:00,6.17738294574
U,19-09-2016,01:34:58,7.63206085577
V,19-09-2016,01:34:58,7.390931081
a,19-09-2016,01:34:58,6.13880169078
b,19-09-2016,01:34:58,5.38359348105
G,19-09-2016,01:35:00,7.50101411829
K,19-09-2016,01:35:00,7.25281294024
L,19-09-2016,01:35:00,6.74416667277
O,19-09-2016,01:35:00,5.97583255814
U,19-09-2016,01:39:58,7.75638485015
V,19-09-2016,01:39:58,7.76818799365
a,19-09-2016,01:39:58,6.09283025697
b,19-09-2016,01:39:58,5.22771543673
G,19-09-2016,01:40:00,7.53199745468
K,19-09-2016,01:40:00,7.32994319722
L,19-09-2016,01:40:00,6.63688931209
O,19-09-2016,01:40:00,5.77428217054
U,19-09-2016,01:44:58,7.84962784594
V,19-09-2016,01:44:58,7.61099761338
a,19-09-2016,01:44:58,6.13880169078
b,19-09-2016,01:44:58,5.32124226332
G,19-09-2016,01:45:00,7.77986414576
K,19-09-2016,01:45:00,7.3762213514
L,19-09-2016,01:45:00,6.74416667277
O,19-09-2016,01:45:00,5.92932093023
U,19-09-2016,01:49:58,7.69422285296
V,19-09-2016,01:49:58,7.45380723311
a,19-09-2016,01:49:58,5.86297308796
b,19-09-2016,01:49:58,5.22771543673
G,19-09-2016,01:50:00,7.50101411829
K,19-09-2016,01:50:00,7.14483058048
L,19-09-2016,01:50:00,6.45298526521
O,19-09-2016,01:50:00,5.7432744186
U,19-09-2016,01:54:58,7.67868235366
V,19-09-2016,01:54:58,7.17086454862
a,19-09-2016,01:54:58,5.83232546542
b,19-09-2016,01:54:58,5.22771543673
G,19-09-2016,01:55:00,7.81084748215
K,19-09-2016,01:55:00,7.36079530001
L,19-09-2016,01:55:00,6.66753998657
O,19-09-2016,01:55:00,5.75877829457
U,19-09-2016,01:59:58,8.31584282488
V,19-09-2016,01:59:58,8.01969260209
a,19-09-2016,01:59:58,6.12347787951
b,19-09-2016,01:59:58,5.35241787218
G,19-09-2016,02:00:00,9.08116427394
K,19-09-2016,02:00:00,8.87254833669
L,19-09-2016,02:00:00,7.09664942929
O,19-09-2016,02:00:00,5.9448248062
U,19-09-2016,02:04:58,8.68881480803
V,19-09-2016,02:04:58,8.41266855277
a,19-09-2016,02:04:58,6.47592553867
b,19-09-2016,02:04:58,5.4615325032
G,19-09-2016,02:05:00,9.18960595129
K,19-09-2016,02:05:00,8.8416962339
L,19-09-2016,02:05:00,7.11197476653
O,19-09-2016,02:05:00,5.91381705426
U,19-09-2016,02:09:58,8.85976030031
V,19-09-2016,02:09:58,8.56985893304
a,19-09-2016,02:09:58,6.79772557529
b,19-09-2016,02:09:58,5.67976176524
G,19-09-2016,02:10:00,9.45296431057
K,19-09-2016,02:10:00,9.08851305622
L,19-09-2016,02:10:00,7.55640954648
O,19-09-2016,02:10:00,6.08435968992
U,19-09-2016,02:14:58,8.9685437954
V,19-09-2016,02:14:58,8.69561123726
a,19-09-2016,02:14:58,7.04290655558
b,19-09-2016,02:14:58,5.7577007874
G,19-09-2016,02:15:00,8.84878925105
K,19-09-2016,02:15:00,8.22465417811
L,19-09-2016,02:15:00,7.06599875481
O,19-09-2016,02:15:00,5.92932093023
U,19-09-2016,02:19:58,8.82867930172
V,19-09-2016,02:19:58,8.52270181896
a,19-09-2016,02:19:58,6.9816113105
b,19-09-2016,02:19:58,5.66417396081
G,19-09-2016,02:20:00,8.38403920527
K,19-09-2016,02:20:00,7.83900289324
L,19-09-2016,02:20:00,6.66753998657
O,19-09-2016,02:20:00,5.85180155039
U,19-09-2016,02:24:58,8.64219331014
V,19-09-2016,02:24:58,8.44410662882
a,19-09-2016,02:24:58,6.82837319783
b,19-09-2016,02:24:58,5.60182274309
G,19-09-2016,02:25:00,8.72485590551
K,19-09-2016,02:25:00,8.34806258927
L,19-09-2016,02:25:00,6.56026262589
O,19-09-2016,02:25:00,5.7432744186
U,19-09-2016,02:29:58,8.78205780382
V,19-09-2016,02:29:58,8.82136354148
a,19-09-2016,02:29:58,6.72110651895
b,19-09-2016,02:29:58,5.44594469877
G,19-09-2016,02:30:00,9.51493098334
K,19-09-2016,02:30:00,9.1502172618
L,19-09-2016,02:30:00,7.61771089544
O,19-09-2016,02:30:00,6.16187906977
U,19-09-2016,02:34:58,9.04624629189
V,19-09-2016,02:34:58,9.30865372032
a,19-09-2016,02:34:58,7.39535421473
b,19-09-2016,02:34:58,5.58623493866
G,19-09-2016,02:35:00,9.62337266068
K,19-09-2016,02:35:00,9.38160803272
L,19-09-2016,02:35:00,8.21539904779
O,19-09-2016,02:35:00,6.3479255814
U,19-09-2016,02:39:58,9.01516529329
V,19-09-2016,02:39:58,9.21433949216
a,19-09-2016,02:39:58,7.7937733077
b,19-09-2016,02:39:58,6.0071056583
G,19-09-2016,02:40:00,9.5923893243
K,19-09-2016,02:40:00,9.50501644387
L,19-09-2016,02:40:00,8.36865242019
O,19-09-2016,02:40:00,6.64249922481
U,19-09-2016,02:44:58,8.79759830312
V,19-09-2016,02:44:58,8.72704931331
a,19-09-2016,02:44:58,7.51794470488
b,19-09-2016,02:44:58,5.99151785387
G,19-09-2016,02:45:00,9.28255596045
K,19-09-2016,02:45:00,9.27362567295
L,19-09-2016,02:45:00,8.62918315327
O,19-09-2016,02:45:00,6.53397209302
U,19-09-2016,02:49:58,8.70435530733
V,19-09-2016,02:49:58,8.69561123726
a,19-09-2016,02:49:58,7.410678026
b,19-09-2016,02:49:58,5.92916663615
G,19-09-2016,02:50:00,9.20509761948
K,19-09-2016,02:50:00,9.10393910761
L,19-09-2016,02:50:00,8.36865242019
O,19-09-2016,02:50:00,6.61149147287
U,19-09-2016,02:54:58,8.36246432277
V,19-09-2016,02:54:58,8.47554470488
a,19-09-2016,02:54:58,7.33405896966
b,19-09-2016,02:54:58,6.03828126717
G,19-09-2016,02:55:00,9.12763927852
K,19-09-2016,02:55:00,9.1347912104
L,19-09-2016,02:55:00,8.46060444363
O,19-09-2016,02:55:00,6.72001860465
U,19-09-2016,02:59:58,8.20705932979
V,19-09-2016,02:59:58,8.22404009644
a,19-09-2016,02:59:58,7.08887798938
b,19-09-2016,02:59:58,5.71093737411
